Probe Name	Annotation	Accession	NS Probe ID	Class Name	Analyte Type	Samples above Threshold	20210527_20210527OUa_01 OU01_01.RCC	20210527_20210527OUa_02 OU02_02.RCC	20210527_20210527OUa_03 OU03_03.RCC	20210527_20210527OUa_04 OU04_04.RCC	20210527_20210527OUa_05 OU05_05.RCC	20210527_20210527OUa_06 OU06_06.RCC	20210527_20210527OUa_07 OU07_07.RCC	20210527_20210527OUa_08 OU08_08.RCC	20210527_20210527OUa_09 OU09_09.RCC	20210527_20210527OUa_10 OU10_10.RCC	20210527_20210527OUa_11 OU11_11.RCC	20210527_20210527OUa_12 OU12_12.RCC	20210528_20210528OUb_01 OU13_01.RCC	20210528_20210528OUb_02 OU14_02.RCC	20210528_20210528OUb_03 OU15_03.RCC	20210528_20210528OUb_04 OU16_04.RCC	20210528_20210528OUb_05 OU17_05.RCC	20210528_20210528OUb_06 OU18_06.RCC	20210528_20210528OUb_07 OU19_07.RCC	20210528_20210528OUb_08 OU20_08.RCC	20210528_20210528OUb_09 OU21_09.RCC	20210528_20210528OUb_10 OU22_10.RCC	20210528_20210528OUb_11 OU23_11.RCC	20210528_20210528OUb_12 OU24_12.RCC	20210602OUc_01 OU25_01.RCC	20210602OUc_02 OU26_02.RCC	20210602OUc_03 OU27_03.RCC	20210602OUc_04 OU28_04.RCC	20210602OUc_05 OU29_05.RCC	20210602OUc_06 OU30_06.RCC	20210602OUc_07 OU31_07.RCC	20210602OUc_08 OU32_08.RCC	20210602OUc_09 OU33_09.RCC	20210602OUc_10 OU34_10.RCC	20210602OUc_11 OU35_11.RCC	20210602OUc_12 OU36_12.RCC	20210602_20210602OUd_01 OU37_01.RCC	20210602_20210602OUd_02 OU38_02.RCC	20210602_20210602OUd_03 OU39_03.RCC	20210602_20210602OUd_04 OU40_04.RCC	20210602_20210602OUd_05 OU41_05.RCC	20210602_20210602OUd_06 OU42_06.RCC	20210602_20210602OUd_07 OU43_07.RCC	20210602_20210602OUd_08 OU44_08.RCC	20210602_20210602OUd_09 OU45_09.RCC	20210602_20210602OUd_10 OU46_10.RCC	20210602_20210602OUd_11 OU47_11.RCC	20210602_20210602OUd_12 OU48_12.RCC
TLR8		NM_016610.2		Endogenous	mRNA	97.917	29.142	4.089	6.883	4.278	3.275	22.168	65.783	22.744	7.021	4.902	5.471	45.457	58.24	13.43	1.131	8.486	19.331	48.495	37.537	7.648	41.967	16.448	11.512	3.048	24.486	6.725	8.984	1	26.636	12.47	8.339	22.003	102.018	6.731	19.344	18.358	45.532	19.52	28.888	28.64	4.833	2.533	42.225	26.385	78.686	8.155	8.473	29.115
TLR9		NM_017442.2		Endogenous	mRNA	95.833	7.732	1.022	9.637	2.094	2.481	5.033	6.795	10.071	4.861	6.966	5.471	13.979	13.755	15.692	19.085	1.958	8.83	2.568	15.391	8.824	9.773	9.205	11.512	1	4.565	1.743	16.383	1	13.107	4.408	1.583	17.411	9.709	4.66	10.864	4.31	1.658	3.408	1.806	2.657	4.833	3.454	10.745	29.963	9.814	8.155	2.579	13.377
TMEM173		NM_198282.1		Endogenous	mRNA	100	250.387	53.16	704.388	70.543	186.68	560.203	821.064	248.148	76.868	179.663	234.889	308.053	1198.463	215.876	85.812	145.567	594.962	1096.354	299.742	325.323	1211.281	985.809	196.661	68.074	177.215	334.5	207.692	131.512	255.791	307.71	254.073	334.251	878.766	133.068	179.395	723.313	844.446	325.636	659.016	808.132	992.604	450.233	418.767	435.429	778.419	246.419	141.092	341.77
TNF		NM_000594.2		Endogenous	mRNA	93.75	8.921	1.022	35.334	1	1.687	33.306	16.048	2.829	1	10.407	25.093	73.622	9.073	5.514	1.131	1.306	3.102	124.637	6.533	5.295	12.073	1.207	2.018	1	2.352	37.609	86.142	18.753	40.166	5.416	21.006	1.531	62.618	1.036	1.325	10.696	53.695	20.759	996.648	1.181	7.177	42.145	30.117	34.733	47.005	6.264	18.296	7.082
TNFAIP3		NM_006290.2		Endogenous	mRNA	100	287.261	60.316	628.213	82.194	178.74	256.916	1016.534	108.742	117.192	176.911	336.769	539.999	1645.654	373.082	91.466	572.477	231.255	1280.062	177.498	167.662	317.911	279.612	163.429	34.658	1255.169	361.4	411.684	56.977	142.482	110.211	81.806	502.62	519.661	417.845	680.747	1534.267	622.015	391.321	739.361	928.599	953.937	943.072	685.132	947.033	1122.775	740.911	512.424	129.836
TNFAIP6		NM_007115.2		Endogenous	mRNA	100	17.248	10.223	20.65	3.55	10.421	30.736	86.603	10.976	13.501	15.223	7.735	8.18	140.186	8.906	6.644	18.93	15.512	54.538	16.277	13.531	28.169	30.934	14.361	11.176	25.593	12.703	7.927	7.286	13.952	12.47	11.717	12.819	93.013	11.909	6.625	77.104	49.613	44.306	7.222	22.735	23.581	11.745	16.799	41.888	37.363	1.536	17.314	17.574
TNFRSF10C		NM_003841.3		Endogenous	mRNA	100	75.532	196.283	189.519	10.832	86.641	345.16	198.796	458.163	160.397	405.338	177.535	65.338	130.821	312.009	41.704	64.624	71.835	56.955	133.206	126.482	73.01	102.157	39.997	40.98	82.036	307.601	158.015	119.089	26.636	50.76	211.006	423.028	97.516	71.971	72.341	143.513	46.552	91.401	36.11	123.124	139.583	56.884	64.018	140.87	91.082	100.813	190.21	426.753
TNFRSF11A		NM_003839.2		Endogenous	mRNA	100	6.542	1.022	10.554	38.503	30.27	9.317	18.362	10.071	4.861	6.966	22.074	16.464	27.803	1.131	4.382	17.625	6.921	35.201	44.624	13.531	9.773	24.898	20.058	8.467	35.554	14.695	24.838	6.331	13.107	35.646	30.295	51.085	51.361	24.335	38.423	87.321	47.573	45.546	22.569	18.011	34.127	15.43	32.539	72.895	106.234	23.283	31.067	19.672
TNFRSF13B		NM_012452.2		Endogenous	mRNA	58.333	1.189	1.022	1	1	1	1	1.157	1	1	1	1	7.352	2.341	1.131	1.131	1.306	1	1.209	1	1.177	1.15	1.207	1	1	1.107	1	1.057	1	1	1.008	1	1.531	1.126	1.036	1.06	1.277	1.02	1.239	1	1.181	1.172	1	1.211	4.919	1.377	1	1	1.049
TNFRSF13C		NM_052945.3		Endogenous	mRNA	95.833	17.248	1.022	14.225	30.493	6.451	1	3.325	11.881	1.98	5.59	3.962	66.167	30.144	1.131	1.131	1.306	14.558	23.115	13.62	1.765	12.073	1.207	6.765	1	1.107	16.688	1.057	10.153	12.261	6.424	4.117	1.531	13.087	15.015	14.044	43.9	27.166	1.239	1.806	10.925	4.833	4.376	21.642	55.006	9.814	6.264	5.526	2.885
TNFRSF14		NM_003820.2		Endogenous	mRNA	100	198.049	101.208	94.989	14.473	43.767	189.233	342.218	30.891	22.142	26.919	246.964	100.959	367.294	195.518	81.288	169.067	101.428	175.399	85.372	45.298	179.939	49.041	71.33	12.079	601.092	297.638	408.513	639.881	239.725	97.112	53.939	87.82	183.07	59.544	69.161	144.79	151.646	367.773	603.044	136.116	260.271	106.628	209.308	402.038	319.735	124.45	41.873	361.704
TNFRSF17		NM_001192.2		Endogenous	mRNA	66.667	12.49	1.022	4.13	5.006	1	1	1.157	1	1	1	1	64.51	18.438	1.131	1.131	1.306	1	2.568	1	1.177	2.874	1.207	1	1	1.107	1	1.585	1	3.805	1.008	1	1.531	7.458	1.036	1.06	1.277	1.02	5.887	1	6.201	1.172	1	48.279	55.006	13.946	1	10.438	1.049
TNFRSF1B		NM_001066.2		Endogenous	mRNA	100	101.701	35.781	110.591	12.288	57.264	46.157	127.085	74.343	32.223	35.864	40.941	113.384	374.318	49.622	23.609	48.958	97.609	128.263	139.407	48.828	116.702	81.635	39.047	13.886	146.227	102.367	149.559	14.931	156.857	155.556	76.739	201.086	333.917	240.766	80.82	291.656	215.926	90.162	159.789	198.711	208.715	70.702	269.845	506.982	453.346	124.45	55.626	58.492
TNFRSF4		NM_003327.2		Endogenous	mRNA	91.667	30.332	6.134	10.554	1	1	31.592	46.121	9.166	4.14	17.287	15.282	5.695	48.875	1.131	1.131	7.18	8.83	31.575	31.336	1.177	27.02	7.998	1	1	22.273	7.721	21.668	3.464	40.166	8.439	4.961	90.881	61.493	44.011	19.344	60.502	17.983	23.238	10.833	9.744	30.612	7.139	36.171	93.168	7.059	29.901	10.438	16.525
TNFRSF8		NM_152942.2		Endogenous	mRNA	72.917	1.189	1.022	4.13	1	1	1	2.169	1	1.98	6.966	1	4.038	32.486	1.131	1.131	3.264	1.193	4.985	1	1.177	5.174	1.207	1	1	1.245	3.736	10.041	1	2.114	4.408	1	22.003	13.087	1.036	1.06	4.31	1.02	1.239	4.514	7.382	1.172	1	1.211	16.845	4.304	1	1	1.049
TNFRSF9		NM_001561.4		Endogenous	mRNA	60.417	1.189	1.022	1	6.463	1	1	1.157	1	1	1	1	8.18	2.341	1.131	1.131	1.306	1	1.209	1	1.177	1.15	1.207	1	1	1.107	1	1.585	1	1	1.008	1	1.531	9.709	3.624	1.06	1.277	1.02	1.239	1	1.181	1.172	1	1.211	6.112	1.377	1	1	1.049
TNFSF10		NM_003810.2		Endogenous	mRNA	100	146.901	16.357	315.254	33.406	31.064	71.859	164.097	59.859	27.903	31.736	71.127	120.84	217.45	73.372	43.966	35.902	145.34	287.799	185.47	117.069	298.365	99.743	97.915	53.624	53.261	150.189	420.139	87.555	91.747	167.647	97.85	208.739	403.712	61.615	59.622	49.008	336.324	75.29	160.691	180.996	336.434	104.786	175.407	270.858	188.88	31.792	89.026	98.36
TNFSF11		NM_003701.2		Endogenous	mRNA	58.333	1.189	1.022	1	1	1	1	6.795	1	1	1	1	1	2.341	1.131	1.131	1.306	1	1.209	1	1.177	2.874	1.207	1	1	1.107	2.74	1.057	1	1	1.008	1	1.531	9.709	1.036	1.06	9.419	1.02	1.239	1	5.019	1.172	1	1.211	1.193	1.377	1	1	1.049
TNFSF12		NM_003809.2		Endogenous	mRNA	100	188.533	151.301	217.052	15.929	73.938	151.536	299.423	150.383	47.345	118.428	191.873	198.707	442.217	132.183	62.061	71.152	228.391	274.504	166.868	92.361	382.298	207.181	220.398	105.103	404.095	309.593	322.9	278.671	317.519	388.322	173.851	354.149	511.781	89.575	114.739	275.054	375.097	206.66	384.576	509.327	489.931	361.799	491.412	387.727	578.692	248.31	321.846	232.655
TNFSF13B		NM_006573.4		Endogenous	mRNA	100	201.618	275	127.111	23.211	27.888	191.803	250.844	86.111	194.96	249.155	177.535	216.931	383.684	148.017	120.871	55.485	193.07	357.898	165.096	33.532	366.201	170.966	380.86	174.645	124.092	188.047	359.893	37.865	138.254	193.846	54.784	38.84	636.736	38.833	41.603	41.346	432.235	154.607	173.33	152.65	146.613	63.332	235.945	318.56	599.353	62.993	663.707	116.196
TNFSF15		NM_001204344.1		Endogenous	mRNA	97.917	24.384	10.223	28.91	8.647	15.184	76.143	53.06	9.166	5.581	25.543	25.093	32.203	112.091	16.823	10.037	8.486	3.102	38.826	18.935	10.001	73.01	35.763	29.553	11.176	14.526	30.636	39.636	1	19.871	19.523	11.717	18.942	34.475	9.838	21.464	23.467	49.613	24.477	46.944	28.64	49.359	23.721	70.072	86.013	113.121	16.664	35.979	30.164
TNFSF4		NM_003326.2		Endogenous	mRNA	100	44.606	117.565	39.923	14.473	21.536	48.727	79.663	96.068	72.547	88.842	63.58	141.549	226.815	53.015	131.05	63.318	15.512	38.826	27.793	71.183	51.165	75.599	89.37	100.587	87.57	101.371	104.11	83.733	54.541	49.753	46.339	93.942	144.796	45.046	61.742	43.9	48.593	77.768	69.513	40.451	120.835	43.987	149.981	97.938	75.931	74.339	85.097	80.524
TNFSF8		NM_001244.3		Endogenous	mRNA	85.417	14.869	1.022	12.39	1	1	24.738	21.831	16.407	2.7	2.838	4.717	51.256	62.923	1.131	1.131	1.306	5.966	6.194	38.423	4.118	37.367	6.79	1	1	30.02	11.706	12.155	1	19.871	5.416	3.272	12.819	25.469	3.624	1.06	20.912	25.125	1.239	9.93	10.925	28.268	1	28.907	44.273	75.931	1	1.596	4.984
TOLLIP		NM_019009.2		Endogenous	mRNA	100	911.741	406.878	758.536	427.356	844.873	452.253	406.99	511.573	627.005	692.249	994.082	838.215	435.193	945.357	396.826	457.59	908.075	621.373	728.483	675.942	543.266	435.337	814.772	784.264	986.234	1068.756	1404.164	1114.805	1125.903	663.41	621.408	794.97	928.298	664.306	430.601	508.762	1133.198	527.648	630.127	609.716	628.195	723.828	1190.014	1403.779	749.493	1595.636	1206.953	634.49
TP53		NM_000546.2		Endogenous	mRNA	100	192.102	210.595	567.64	291.913	337.532	399.135	422.026	425.575	390.1	385.385	309.601	269.948	500.75	238.495	178.55	457.59	378.265	733.773	352.006	238.256	626.049	355.664	301.104	394.107	218.164	398.262	465.589	356.074	171.232	339.955	467.719	651.091	661.502	274.939	522.816	453.847	565.897	308.285	468.533	541.215	494.618	336.005	393.342	390.112	378.965	153.761	547.789	296.655
TRAF1		NM_005658.3		Endogenous	mRNA	100	58.88	63.383	66.538	8.647	10.421	67.576	77.35	39.038	18.542	28.983	45.469	77.764	116.773	32.657	39.442	98.568	66.107	61.79	16.277	11.177	117.851	75.599	55.188	54.527	84.25	55.542	43.864	37.865	65.533	50.76	14.25	58.738	99.767	1.036	19.344	6.864	59.817	31.913	68.61	67.615	50.531	67.938	112.448	175.454	99.347	48.811	25.173	35.41
TRAF2		NM_021138.3		Endogenous	mRNA	100	181.397	125.744	198.697	266.426	133.485	235.497	213.832	143.141	136.634	143.197	188.855	166.4	217.45	152.541	94.859	197.789	154.886	174.19	177.498	113.539	201.784	184.245	177.671	154.776	99.744	93.401	140.046	111.445	183.07	109.204	117.273	109.249	107.647	90.611	99.899	137.128	107.772	140.975	108.331	151.469	145.441	125.052	168.143	201.69	120.008	76.23	110.638	150.819
TRAF3		NM_145725.1		Endogenous	mRNA	100	154.038	159.48	217.97	110.594	140.63	136.972	216.145	150.383	109.991	189.984	257.529	197.05	322.809	132.183	117.478	239.566	156.795	200.779	103.974	139.424	136.248	168.552	140.642	158.388	156.187	141.222	242.571	171.646	170.386	233.145	125.717	129.147	181.945	96.824	147.597	240.572	177.154	183.112	231.107	206.979	141.926	98.337	200.833	413.963	267.393	256.819	193.157	74.229
TRAF4		NM_004295.2		Endogenous	mRNA	100	119.543	192.193	146.384	144.819	268.458	62.435	179.133	56.238	99.19	100.539	74.9	57.055	201.061	123.135	58.669	238.26	147.249	238.246	186.356	51.181	115.552	80.428	104.561	41.883	253.579	66.501	264.767	158.268	136.563	84.013	90.25	184.249	174.065	163.099	212.253	495.991	166.951	157.086	168.816	146.745	134.896	120.446	176.618	136.1	117.253	146.197	91.974	79.475
TRAF5		NM_004619.3		Endogenous	mRNA	100	135.007	287.268	177.588	506.729	236.699	214.935	360.724	405.66	188.479	209.937	176.025	149.833	547.576	57.539	238.491	146.873	200.707	296.259	248.364	244.139	220.181	212.01	180.52	250.508	142.906	159.155	227.774	104.756	132.335	149.51	201.718	213.331	178.567	299.792	303.408	428.305	340.406	206.66	206.732	219.97	195.826	123.21	271.056	292.323	275.658	68.666	144.039	99.41
TRAF6		NM_145803.1		Endogenous	mRNA	100	281.313	146.19	375.826	245.309	423.28	234.641	314.459	240.906	298.651	367.497	390.35	379.293	388.366	336.89	149.145	225.205	356.309	372.401	346.691	331.206	322.51	267.54	314.396	451.908	406.308	639.361	549.088	336.006	566.122	500.171	248.162	468.946	437.483	585.604	324.607	406.594	477.129	256.233	377.354	405.395	448.92	303.764	528.946	559.454	394.116	538.576	533.053	270.426
TYK2		NM_003331.3		Endogenous	mRNA	100	308.671	351.673	491.465	222.007	209.705	316.031	441.689	392.986	329.614	582.163	255.265	319.65	695.079	608.325	254.325	377.953	403.085	437.666	321.888	262.964	536.367	368.943	314.396	349.854	461.644	364.388	362.007	393.341	552.593	339.955	300.518	355.68	489.267	244.908	469.819	512.593	517.942	459.484	464.019	529.405	562.578	624.339	631.859	568.995	562.162	625.561	360.158	555.802
UBE2L3		NM_198157.1		Endogenous	mRNA	100	525.158	205.483	402.442	313.031	363.733	511.368	449.785	222.802	295.05	408.091	246.964	315.508	311.103	348.2	278.075	354.453	415.495	551.274	251.907	242.962	408.743	382.222	288.76	202.642	343.224	303.615	293.305	271.982	227.041	304.688	433.941	348.027	327.163	376.423	305.528	264.837	501.617	411.15	376.451	413.662	457.122	380.223	281.953	313.789	305.961	292.748	481.971	386.884
VCAM1		NM_001078.3		Endogenous	mRNA	100	180.207	17.379	119.769	20.298	42.179	344.304	506.46	114.173	14.942	37.928	68.108	246.753	393.049	37.181	19.085	33.291	107.155	320.431	78.285	71.183	552.464	127.508	115.955	12.079	310.023	268.746	128.42	22.576	106.122	108.196	97.85	103.126	536.547	207.628	23.584	119.249	372.036	133.539	227.496	267.212	424.314	76.229	555.582	1006.66	2075.955	313.549	209.857	56.393
VTN		NM_000638.3		Endogenous	mRNA	97.917	17.248	56.227	8.719	154.285	523.319	1	10.265	79.774	65.347	6.278	6.981	52.084	16.097	1.131	289.384	588.144	2.148	3.777	44.624	219.431	1.15	1.207	77.026	1.242	22.273	21.669	17.44	22.576	60.46	11.462	20.161	2.105	1.126	15.015	57.502	34.96	2.678	4.648	8.125	3.838	1.172	28.327	66.44	6.112	29.098	34.629	19.279	20.721
XBP1		NM_005080.2		Endogenous	mRNA	100	996.194	417.101	1183.463	1411.141	855.195	941.454	1237.451	1083.683	1115.935	1071.356	420.537	1234.179	1479.421	646.779	1338.915	1709.599	653.194	1773.173	600.038	515.928	793.915	1189.822	454.919	517.838	1806.321	576.595	910.566	1246.675	446.049	677.517	1523.279	1335.282	886.646	1701.928	1548.838	939.142	1023.003	1329.5	1037.273	1286.457	1699.158	826.08	1289.295	1867.68	1759.147	1343.19	1309.118	1055.21
XCL1		NM_002995.1		Endogenous	mRNA	70.833	2.974	1.022	1	1	1	1	4.482	1	1.98	1	1	6.523	4.39	3.252	1.131	1.306	1	2.568	1.218	1.765	7.473	1.207	1	1	14.526	3.736	7.927	1	1	1.008	1	1.531	4.081	1.036	11.924	11.973	3.699	14.562	1	7.382	1.172	6.218	1.211	13.267	8.437	9.1	3.561	15.475
XCR1		NM_005283.2		Endogenous	mRNA	83.333	10.111	1.022	2.294	1	1.687	1	1.157	1.018	1	1.462	1	22.263	20.779	1.131	1.131	3.264	1	12.237	2.99	2.941	1.15	1.207	1.068	1	8.992	1.743	21.668	1	16.489	1.008	7.494	1.531	13.087	6.731	2.385	3.033	26.146	2.169	7.222	8.563	1.318	1.612	38.593	49.044	37.363	8.155	1	8.131
ZAP70		NM_001079.3		Endogenous	mRNA	81.25	20.816	1.022	16.979	8.647	1.687	12.744	41.494	11.881	1	2.15	1	44.629	81.653	2.121	1.131	1.306	11.694	18.28	17.163	1.177	54.614	1.207	1	14.789	1.107	4.732	12.155	1	17.335	3.401	1	2.105	37.852	1.553	1.06	14.527	6.76	1.239	1	9.744	1.172	1	36.171	77.665	15.324	1	1	1.049
ZBTB16		NM_006006.4		Endogenous	mRNA	100	297.966	789.22	118.851	15.929	1244.235	136.972	106.265	1192.311	876.15	243.65	814.472	1467.782	704.444	1271.079	47.359	105.096	492.819	321.64	593.837	1090.096	212.132	256.676	317.245	809.552	2717.159	92.405	408.513	357.029	1798.993	455.835	871.365	1332.221	372.191	404.383	751.763	407.871	622.015	189.309	226.593	1239.215	411.425	562.619	687.554	759.802	312.848	1864.156	208.874	954.489
ZEB1		NM_001128128.1		Endogenous	mRNA	100	194.481	305.669	385.004	167.393	154.922	252.632	328.339	281.642	289.29	332.407	212.249	326.277	414.121	296.175	352.718	195.178	357.264	396.573	296.199	228.844	405.294	266.333	220.398	366.11	337.691	640.357	492.012	253.826	396.159	460.873	303.896	363.333	358.683	410.596	282.209	637.748	437.337	319.439	407.145	445.55	460.637	342.454	474.462	491.479	385.852	499.811	326.758	350.163
sCTLA4		NM_001037631.1		Endogenous	mRNA	58.333	1.189	1.022	1	1	1	1	1.157	1	1	1	1	1	2.341	1.131	1.131	1.306	1	1.209	1	1.177	1.15	1.207	1	1	1.245	1	5.813	1	1	1.008	1	3.635	1.126	1.036	1.325	1.277	1.02	1.239	1.806	6.201	1.172	1	2.27	3.727	1.377	1	1	1.049
ABCF1		NM_001090.2		Housekeeping	mRNA	100	591.769	415.056	671.348	666.202	639.237	463.391	397.737	352.251	376.419	434.924	427.329	443.079	425.827	328.974	228.313	419.73	440.315	432.831	477.794	364.15	437.487	377.393	367.567	432.039	507.02	356.418	374.69	324.539	327.666	380.261	411.141	449.048	380.072	586.64	511.156	582.833	407.747	506.579	456.797	405.395	400.879	466.815	378.813	449.74	429.929	247.364	405.347	423.605
ALAS1		NM_000688.4		Housekeeping	mRNA	100	143.333	405.855	245.503	184.141	345.472	177.239	195.326	268.064	442.666	342.039	244.7	186.281	222.133	241.888	361.766	308.759	231.255	285.382	487.538	320.616	193.736	157.687	2023.458	172.838	202.67	370.366	462.418	250.004	388.549	316.779	261.673	243.944	283.26	238.694	198.474	243.127	281.227	212.856	211.246	202.255	186.452	237.438	256.527	334.063	282.545	908.263	419.1	269.376
EEF1G		NM_001404.4		Housekeeping	mRNA	100	7464.616	6844.334	5701.64	7701.971	9830.124	4837.064	6869.088	9167.457	3467.698	7179.041	7988.312	6453.788	8304.364	10244.268	4957.986	3801.068	7247.657	6033.5	9391.885	14127.71	6561.156	5086.583	5964.746	7802.561	9397.377	11355.316	7211.073	9346.184	14193.649	9864.242	13211.284	17749.746	14789.301	22925.543	11759.245	20631.91	8980.513	8822.535	6493.562	5292.573	6991.874	6313.629	9477.585	7854.273	6716.507	5475.936	8332.996	6066.083
G6PD		NM_000402.2		Housekeeping	mRNA	100	535.863	544.889	241.832	322.497	133.485	422.267	426.652	210.128	513.953	456.253	305.828	492.781	589.72	446.595	546.112	674.309	201.662	197.153	227.99	102.95	314.462	222.875	382.759	367.916	648.682	504.863	516.322	534.767	525.534	721.854	183.984	217.923	267.499	135.139	328.847	198.428	268.983	303.328	469.436	405.395	491.102	461.288	656.074	690.635	896.877	1011.322	588.066	356.458
GAPDH		NM_002046.3		Housekeeping	mRNA	100	25350.908	39596.953	26263.334	45481.906	32395.273	56545.793	44124.18	29376.891	29882.904	34162.391	26499.475	32174.92	34527.133	22689.561	40344.586	50821.254	29477.719	30541.564	23992.994	32090.465	49559.062	88534.969	22648.041	37215.102	28221.736	24335.811	29447.285	23348.318	32969.977	21364.525	23639.373	23007.455	35015.129	27504.748	27324.471	16812.127	22967.121	54265.332	40666.684	50198.391	46557.762	18016.469	27675.129	23922.672	24858.6	20600.973	26069.516	46375.488
GUSB		NM_000181.1		Housekeeping	mRNA	100	328.893	194.238	398.771	802.374	576.515	501.944	518.026	417.428	197.84	250.531	356.39	291.485	421.145	193.256	1143.259	355.759	409.767	365.149	383.896	370.032	444.386	524.668	247.933	84.331	249.152	257.787	159.072	458.321	274.394	217.022	480.385	364.864	313.654	200.379	642.589	258.452	353.67	573.504	376.451	366.42	492.274	354.429	227.469	282.783	330.755	207.654	291.393	421.507
HPRT1		NM_000194.1		Housekeeping	mRNA	100	1602.832	1707.25	1317.457	1256.036	1417.319	1201.903	937.883	1097.261	1229.707	1114.702	1615.171	1350.981	751.271	1384.177	1325.343	1364.938	1453.159	1527.826	1101.417	1313.645	1507.922	1905.677	1071.131	1828.293	1758.731	1220.19	1497.176	1523.794	1096.307	1593.469	1676.124	1460.794	1343.689	1926.642	1179.979	1211.163	1497.454	1336.936	1521.153	1380.941	1368.73	1287.598	1426.11	1810.438	1219.195	1163.546	1991.859	1066.751
OAZ1		NM_004152.2		Housekeeping	mRNA	100	9784.112	9529.931	7602.339	4856.934	6562.977	9581.707	5822.337	7893.787	15025.611	11764.793	8034.346	10142.555	6759.094	15490.879	10236.175	9198.153	7738.328	8279.086	6478.395	7312.995	7482.121	7841.356	6253.387	7052.955	5024.689	4252.857	4600.395	3719.72	4929.367	4656.718	3716.31	3641.94	3563.611	3293.569	2392.551	2687.482	4115.606	4494.768	4019.995	3919.013	5201.466	5758.149	5400.996	5135.263	5574.62	6116.979	4445.795	6575.983
POLR1B		NM_019014.3		Housekeeping	mRNA	100	149.28	126.766	268.447	216.909	170.007	207.225	165.254	291.6	313.052	212.689	255.265	259.179	119.115	153.672	185.336	154.706	240.801	206.822	284.683	259.435	182.238	213.217	186.217	265.862	157.294	182.07	203.464	183.113	107.813	208.961	205.095	173.535	142.544	210.735	182.575	172.886	216.946	186.83	157.983	171.547	150.128	164.663	199.622	201.69	150.312	142.415	171.545	179.147
POLR2A		NM_000937.2		Housekeeping	mRNA	100	802.308	1514.034	1266.98	825.676	728.955	830.934	1586.754	1092.735	1065.53	717.018	1095.207	1083.415	1170.367	797.199	758.733	1079.026	806.886	1294.566	909.192	898.314	993.975	1087.212	1115.756	1283.7	1063.705	845.59	1211.798	886.421	747.924	960.666	613.808	1018.442	831.486	914.909	1252.055	1319.716	906.686	734.617	1407.405	1998.629	1068.766	648.29	920.017	1133.07	869.329	921.5	912.245	625.048
PPIA		NM_021130.2		Housekeeping	mRNA	100	425.241	315.892	540.107	287.544	422.486	428.264	317.929	391.176	366.338	373.001	419.782	310.538	308.761	364.034	300.694	496.756	425.041	522.268	615.983	542.989	319.061	335.142	333.386	430.233	429.549	375.347	378.918	330.273	346.269	479.011	532.741	433.742	520.787	511.044	467.699	865.071	401.625	342.987	420.687	407.757	406.738	556.17	331.594	293.516	340.397	346.641	370.964	424.655
RPL19		NM_000981.3		Housekeeping	mRNA	100	16313.198	22118.6	14301.135	11123.006	17529.158	10312.509	18878.391	20205.02	12511.832	10286.894	17223.895	13830.492	15733.369	12593.311	12360.118	14133.079	15022.022	15898.123	15487.271	23654.43	15352.289	14022.092	12681.359	17337.908	15276.322	24827.969	13546.459	21766.832	14103.172	10731.826	19927.182	27098.824	19374.363	26089.15	17269.875	16528.611	15046.343	13388.255	14985.836	17929.789	12083.05	14827.298	18837.879	10204.786	16924.619	10562.683	14909.9	18307.889
SDHA		NM_004168.1		Housekeeping	mRNA	100	440.704	352.695	472.192	562.071	444.717	438.545	449.785	505.236	568.679	534.001	350.353	431.481	650.594	742.912	360.635	404.063	637.92	412.285	486.652	500.632	574.31	580.198	496.696	555.769	636.508	490.915	639.986	444.943	861.233	865.947	815.631	600.58	703.154	583.533	686.046	732.253	1017.901	613.162	538.948	479.801	765.288	796.602	532.578	941.07	629.656	934.737	580.207	692.195
TBP		NM_001172085.1		Housekeeping	mRNA	100	314.619	236.153	514.409	323.225	434.396	376.86	357.254	422.859	334.655	373.001	344.316	406.63	407.097	479.394	282.599	338.787	533.867	430.414	227.104	386.504	412.192	366.529	288.76	467.262	317.77	362.396	438.108	438.254	511.159	301.665	516.697	400.068	439.735	332.93	484.658	372.113	662.828	458.245	472.144	405.395	383.303	499.978	476.883	322.137	365.19	377.842	340.511	421.507
TUBB		NM_178014.2		Housekeeping	mRNA	100	3274.059	1905.577	1099.946	2370.166	1874.64	2427.903	2328.154	1609.626	1772.643	2624.938	2191.734	2344.206	2727.344	2443.905	2244.814	1383.215	1959.104	2046.317	1870.316	1491.307	1833.307	1542.317	2079.478	2917.479	1935.808	2660.807	2265.582	2989.656	2078.883	2103.339	1606.035	1771.511	2020.247	2208.312	1401.506	2294.137	1504.596	1750.874	1703.51	1959.654	1727.28	3122.615	1960.05	1573.121	2363.837	2602.585	1747.251	1947.011
NEG_A		ERCC_00096.1		Negative	SYSTEM	29.167	2.5	1	1	6.875	1	1	1.875	1	1	1.125	4.25	1	1	1.875	1.875	1	1	1	1	1	2.5	1	1	4.375	1	1	3.5	1	6.5	1	1	1	1	1	6.25	1	1	1	3	1	1	1	1	3.125	1	1	1	1
NEG_B		ERCC_00041.1		Negative	SYSTEM	10.417	1	3	1	1	1	1	1	1	1	1	1	1.875	3.875	1	1	1	5.25	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	4.25	1	1	1	1	1	1	1	1
